samples,times,losses,model
30400,177,0.9355999827384949,MabExp3Ix
30500,178,0.9361000061035156,MabExp3Ix
30600,178,0.9354000091552734,MabExp3Ix
30700,179,0.9348000288009644,MabExp3Ix
30800,179,0.9355999827384949,MabExp3Ix
30900,180,0.9391000270843506,MabExp3Ix
31000,181,0.9408000111579895,MabExp3Ix
31100,181,0.9416000247001648,MabExp3Ix
31200,182,0.9417999982833862,MabExp3Ix
31300,182,0.9398000240325928,MabExp3Ix
31400,183,0.9401999711990356,MabExp3Ix
31500,183,0.9391999840736389,MabExp3Ix
31600,184,0.9376999735832214,MabExp3Ix
31700,185,0.9359999895095825,MabExp3Ix
31800,185,0.9345999956130981,MabExp3Ix
31900,186,0.933899998664856,MabExp3Ix
32000,186,0.9333000183105469,MabExp3Ix
32100,187,0.9323999881744385,MabExp3Ix
32200,188,0.9327999949455261,MabExp3Ix
32300,188,0.9341999888420105,MabExp3Ix
32400,189,0.9345999956130981,MabExp3Ix
32500,189,0.9351999759674072,MabExp3Ix
32600,190,0.9366000294685364,MabExp3Ix
32700,191,0.9379000067710876,MabExp3Ix
32800,191,0.939300000667572,MabExp3Ix
32900,192,0.941100001335144,MabExp3Ix
33000,192,0.9412000179290771,MabExp3Ix
33100,193,0.9423999786376953,MabExp3Ix
33200,194,0.9422000050544739,MabExp3Ix
33300,194,0.9426000118255615,MabExp3Ix
33400,195,0.9416999816894531,MabExp3Ix
33500,195,0.9424999952316284,MabExp3Ix
33600,196,0.9429000020027161,MabExp3Ix
33700,197,0.9437000155448914,MabExp3Ix
33800,197,0.9423999786376953,MabExp3Ix
33900,198,0.9429000020027161,MabExp3Ix
34000,198,0.9438999891281128,MabExp3Ix
34100,199,0.9456999897956848,MabExp3Ix
34200,199,0.9467999935150146,MabExp3Ix
34300,200,0.9469000101089478,MabExp3Ix
34400,201,0.9474999904632568,MabExp3Ix
34500,201,0.947700023651123,MabExp3Ix
34600,202,0.9473999738693237,MabExp3Ix
34700,202,0.9478999972343445,MabExp3Ix
34800,203,0.9474999904632568,MabExp3Ix
34900,203,0.9473999738693237,MabExp3Ix
35000,204,0.9476000070571899,MabExp3Ix
35100,205,0.9474999904632568,MabExp3Ix
35200,205,0.9473999738693237,MabExp3Ix
35300,206,0.9473000168800354,MabExp3Ix
35400,206,0.9480999708175659,MabExp3Ix
35500,207,0.9484999775886536,MabExp3Ix
35600,207,0.9488000273704529,MabExp3Ix
35700,208,0.949400007724762,MabExp3Ix
35800,208,0.9491999745368958,MabExp3Ix
35900,209,0.9492999911308289,MabExp3Ix
36000,210,0.9488000273704529,MabExp3Ix
36100,210,0.9480000138282776,MabExp3Ix
36200,211,0.9473000168800354,MabExp3Ix
36300,211,0.9470999836921692,MabExp3Ix
36400,212,0.947700023651123,MabExp3Ix
36500,212,0.9483000040054321,MabExp3Ix
36600,213,0.9485999941825867,MabExp3Ix
36700,214,0.9480999708175659,MabExp3Ix
36800,214,0.9480000138282776,MabExp3Ix
36900,215,0.9473000168800354,MabExp3Ix
37000,215,0.9462000131607056,MabExp3Ix
37100,216,0.946399986743927,MabExp3Ix
37200,216,0.9459999799728394,MabExp3Ix
37300,217,0.9463000297546387,MabExp3Ix
37400,218,0.9469000101089478,MabExp3Ix
37500,218,0.946399986743927,MabExp3Ix
37600,219,0.9463000297546387,MabExp3Ix
37700,219,0.9455999732017517,MabExp3Ix
37800,220,0.9463000297546387,MabExp3Ix
37900,221,0.9470000267028809,MabExp3Ix
38000,221,0.9469000101089478,MabExp3Ix
38100,222,0.9477999806404114,MabExp3Ix
38200,222,0.9476000070571899,MabExp3Ix
